target_fid,rich_2d,x,y,depth
7170,1,95.5,-13.5,4815.75
7170,1,95.5,-13.5,4815.75
7171,1,96.5,-13.5,4747.5
7171,1,96.5,-13.5,4747.5
7172,1,97.5,-13.5,4720.5
7172,1,97.5,-13.5,4720.5
7176,1,101.5,-13.5,4724.5
7177,1,102.5,-13.5,3684.000732
7180,1,105.5,-13.5,4533.248535
7181,1,106.5,-13.5,5054.500977
7183,1,108.5,-13.5,3837.500977
7184,1,109.5,-13.5,4826
7187,1,112.5,-13.5,5206.75
7188,1,113.5,-13.5,5226.75
7194,1,119.5,-13.5,4490
7195,1,120.5,-13.5,2300.5
7196,1,121.5,-13.5,1802.250122
7251,1,47.5,-12.5,2069.000732
7251,1,47.5,-12.5,2069.000732
7252,1,48.5,-12.5,33.9999733
7252,1,48.5,-12.5,33.9999733
7254,1,50.5,-12.5,3216.499756
7254,1,50.5,-12.5,3216.499756
7255,1,51.5,-12.5,4316.75
7255,1,51.5,-12.5,4316.75
7256,1,52.5,-12.5,4733.25
7256,1,52.5,-12.5,4733.25
7257,1,53.5,-12.5,4463.249512
7257,1,53.5,-12.5,4463.249512
7258,1,54.5,-12.5,4601.25
7258,1,54.5,-12.5,4601.25
7259,1,55.5,-12.5,3768.500244
7259,1,55.5,-12.5,3768.500244
7260,1,56.5,-12.5,4448
7260,1,56.5,-12.5,4448
7261,1,57.5,-12.5,4320.25
7261,1,57.5,-12.5,4320.25
7262,1,58.5,-12.5,4260.75
7262,1,58.5,-12.5,4260.75
7263,1,59.5,-12.5,3651.5
7263,1,59.5,-12.5,3651.5
7264,1,60.5,-12.5,2539.500244
7264,1,60.5,-12.5,2539.500244
7265,1,61.5,-12.5,2598
7265,1,61.5,-12.5,2598
7266,1,62.5,-12.5,3341.5
7266,1,62.5,-12.5,3341.5
7267,1,63.5,-12.5,3924.25
7267,1,63.5,-12.5,3924.25
7268,2,64.5,-12.5,4002.5
7268,2,64.5,-12.5,4002.5
7268,2,64.5,-12.5,4002.5
7269,1,65.5,-12.5,2704.75
7269,1,65.5,-12.5,2704.75
7269,1,65.5,-12.5,2704.75
7270,1,66.5,-12.5,2683.749756
7270,1,66.5,-12.5,2683.749756
7270,1,66.5,-12.5,2683.749756
7271,2,67.5,-12.5,2999.25
7271,2,67.5,-12.5,2999.25
7271,2,67.5,-12.5,2999.25
7272,2,68.5,-12.5,3568.249756
7272,2,68.5,-12.5,3568.249756
7272,2,68.5,-12.5,3568.249756
7273,2,69.5,-12.5,4161
7273,2,69.5,-12.5,4161
7273,2,69.5,-12.5,4161
7274,2,70.5,-12.5,3794
7274,2,70.5,-12.5,3794
7274,2,70.5,-12.5,3794
7275,2,71.5,-12.5,4518.5
7275,2,71.5,-12.5,4518.5
7275,2,71.5,-12.5,4518.5
7277,2,73.5,-12.5,4823.5
7277,2,73.5,-12.5,4823.5
7277,2,73.5,-12.5,4823.5
7278,2,74.5,-12.5,5130.5
7278,2,74.5,-12.5,5130.5
7278,2,74.5,-12.5,5130.5
7279,2,75.5,-12.5,5210.75
7279,2,75.5,-12.5,5210.75
7279,2,75.5,-12.5,5210.75
7282,2,78.5,-12.5,4964.5
7282,2,78.5,-12.5,4964.5
7282,2,78.5,-12.5,4964.5
7283,2,79.5,-12.5,5181.25
7283,2,79.5,-12.5,5181.25
7283,2,79.5,-12.5,5181.25
7284,2,80.5,-12.5,4878.5
7284,2,80.5,-12.5,4878.5
7284,2,80.5,-12.5,4878.5
7285,2,81.5,-12.5,4766.5
7285,2,81.5,-12.5,4766.5
7285,2,81.5,-12.5,4766.5
7286,2,82.5,-12.5,5051.75
7286,2,82.5,-12.5,5051.75
7286,2,82.5,-12.5,5051.75
7287,2,83.5,-12.5,4358
7287,2,83.5,-12.5,4358
7287,2,83.5,-12.5,4358
7288,2,84.5,-12.5,5055.75
7288,2,84.5,-12.5,5055.75
7288,2,84.5,-12.5,5055.75
7289,1,85.5,-12.5,4750.25
7289,1,85.5,-12.5,4750.25
7290,1,86.5,-12.5,4770.25
7290,1,86.5,-12.5,4770.25
7291,1,87.5,-12.5,4883
7291,1,87.5,-12.5,4883
7292,1,88.5,-12.5,2222.499756
7292,1,88.5,-12.5,2222.499756
7294,1,90.5,-12.5,4847.75
7294,1,90.5,-12.5,4847.75
7298,1,94.5,-12.5,5093.75
7298,1,94.5,-12.5,5093.75
7299,1,95.5,-12.5,2978.749023
7299,1,95.5,-12.5,2978.749023
7300,1,96.5,-12.5,4403.5
7300,1,96.5,-12.5,4403.5
7301,1,97.5,-12.5,4866.25
7301,1,97.5,-12.5,4866.25
7305,1,101.5,-12.5,4726.5
7305,1,101.5,-12.5,4726.5
7306,1,102.5,-12.5,3641.999756
7307,1,103.5,-12.5,4231.25
7308,1,104.5,-12.5,5297.25
7310,1,106.5,-12.5,5297.25
7311,1,107.5,-12.5,4986.250488
7312,1,108.5,-12.5,4926
7313,1,109.5,-12.5,4544.25
7314,1,110.5,-12.5,4077.75
7315,1,111.5,-12.5,2890.500244
7316,1,112.5,-12.5,5187.750488
7318,1,114.5,-12.5,5290.5
7319,1,115.5,-12.5,5296.5
7320,1,116.5,-12.5,5206
7323,1,119.5,-12.5,4624.25
7324,1,120.5,-12.5,2522.249756
7325,1,121.5,-12.5,2622.75
7326,1,122.5,-12.5,905.2501221
7380,1,47.5,-11.5,1680.999023
7380,1,47.5,-11.5,1680.999023
7381,1,48.5,-11.5,3496.5
7381,1,48.5,-11.5,3496.5
7382,1,49.5,-11.5,462.4995728
7382,1,49.5,-11.5,462.4995728
7383,1,50.5,-11.5,4028.25
7383,1,50.5,-11.5,4028.25
7384,1,51.5,-11.5,4383.25
7384,1,51.5,-11.5,4383.25
7385,1,52.5,-11.5,4797.75
7385,1,52.5,-11.5,4797.75
7386,1,53.5,-11.5,4524
7386,1,53.5,-11.5,4524
7387,1,54.5,-11.5,4243.25
7387,1,54.5,-11.5,4243.25
7388,1,55.5,-11.5,3842
7388,1,55.5,-11.5,3842
7389,1,56.5,-11.5,4141
7389,1,56.5,-11.5,4141
7390,1,57.5,-11.5,4137.5
7390,1,57.5,-11.5,4137.5
7391,1,58.5,-11.5,4081
7391,1,58.5,-11.5,4081
7392,1,59.5,-11.5,3535.75
7392,1,59.5,-11.5,3535.75
7393,1,60.5,-11.5,2610.250244
7393,1,60.5,-11.5,2610.250244
7395,1,62.5,-11.5,2210.75
7395,1,62.5,-11.5,2210.75
7396,1,63.5,-11.5,3354.499512
7396,1,63.5,-11.5,3354.499512
7397,1,64.5,-11.5,3503.000244
7397,1,64.5,-11.5,3503.000244
7398,2,65.5,-11.5,2958.75
7398,2,65.5,-11.5,2958.75
7398,2,65.5,-11.5,2958.75
7399,2,66.5,-11.5,4435.25
7399,2,66.5,-11.5,4435.25
7399,2,66.5,-11.5,4435.25
7400,2,67.5,-11.5,3475.5
7400,2,67.5,-11.5,3475.5
7400,2,67.5,-11.5,3475.5
7401,2,68.5,-11.5,3704.000244
7401,2,68.5,-11.5,3704.000244
7401,2,68.5,-11.5,3704.000244
7402,2,69.5,-11.5,3415.5
7402,2,69.5,-11.5,3415.5
7402,2,69.5,-11.5,3415.5
7403,2,70.5,-11.5,3303.5
7403,2,70.5,-11.5,3303.5
7403,2,70.5,-11.5,3303.5
7404,2,71.5,-11.5,3974.249756
7404,2,71.5,-11.5,3974.249756
7404,2,71.5,-11.5,3974.249756
7405,2,72.5,-11.5,3726.75
7405,2,72.5,-11.5,3726.75
7405,2,72.5,-11.5,3726.75
7406,2,73.5,-11.5,4725
7406,2,73.5,-11.5,4725
7406,2,73.5,-11.5,4725
7407,2,74.5,-11.5,5101.75
7407,2,74.5,-11.5,5101.75
7407,2,74.5,-11.5,5101.75
7408,1,75.5,-11.5,5327.5
7408,1,75.5,-11.5,5327.5
7408,1,75.5,-11.5,5327.5
7410,2,77.5,-11.5,5172.75
7410,2,77.5,-11.5,5172.75
7410,2,77.5,-11.5,5172.75
7411,2,78.5,-11.5,5226.75
7411,2,78.5,-11.5,5226.75
7411,2,78.5,-11.5,5226.75
7412,2,79.5,-11.5,5212.5
7412,2,79.5,-11.5,5212.5
7412,2,79.5,-11.5,5212.5
7413,2,80.5,-11.5,4804
7413,2,80.5,-11.5,4804
7413,2,80.5,-11.5,4804
7414,2,81.5,-11.5,5087
7414,2,81.5,-11.5,5087
7414,2,81.5,-11.5,5087
7415,2,82.5,-11.5,5130.25
7415,2,82.5,-11.5,5130.25
7415,2,82.5,-11.5,5130.25
7416,2,83.5,-11.5,4962
7416,2,83.5,-11.5,4962
7416,2,83.5,-11.5,4962
7417,2,84.5,-11.5,5066.75
7417,2,84.5,-11.5,5066.75
7417,2,84.5,-11.5,5066.75
7418,2,85.5,-11.5,5042
7418,2,85.5,-11.5,5042
7418,2,85.5,-11.5,5042
7419,1,86.5,-11.5,4978
7419,1,86.5,-11.5,4978
7420,1,87.5,-11.5,5227.25
7420,1,87.5,-11.5,5227.25
7421,1,88.5,-11.5,2195.25
7421,1,88.5,-11.5,2195.25
7422,1,89.5,-11.5,5176.25
7422,1,89.5,-11.5,5176.25
7424,1,91.5,-11.5,5139.25
7424,1,91.5,-11.5,5139.25
7427,1,94.5,-11.5,5283
7427,1,94.5,-11.5,5283
7428,1,95.5,-11.5,5111.25
7428,1,95.5,-11.5,5111.25
7429,1,96.5,-11.5,4557.75
7429,1,96.5,-11.5,4557.75
7430,1,97.5,-11.5,4398.25
7430,1,97.5,-11.5,4398.25
7432,1,99.5,-11.5,5260.25
7432,1,99.5,-11.5,5260.25
7433,1,100.5,-11.5,4587.249512
7433,1,100.5,-11.5,4587.249512
7434,1,101.5,-11.5,4495.749512
7434,1,101.5,-11.5,4495.749512
7435,1,102.5,-11.5,4493.500488
7435,1,102.5,-11.5,4493.500488
7437,1,104.5,-11.5,4180.749512
7437,1,104.5,-11.5,4180.749512
7438,1,105.5,-11.5,4508
7438,1,105.5,-11.5,4508
7441,1,108.5,-11.5,5056.75
7442,1,109.5,-11.5,4642
7443,1,110.5,-11.5,4614.75
7444,1,111.5,-11.5,4019.750244
7445,1,112.5,-11.5,3830.75
7446,1,113.5,-11.5,4299.75
7447,1,114.5,-11.5,3887.25
7451,1,118.5,-11.5,5001.75
7452,1,119.5,-11.5,4281.75
7453,1,120.5,-11.5,3200.25
7454,1,121.5,-11.5,2380.750244
7455,1,122.5,-11.5,2117.000244
7510,1,48.5,-10.5,4402.25
7510,1,48.5,-10.5,4402.25
7511,1,49.5,-10.5,4629
7511,1,49.5,-10.5,4629
7513,1,51.5,-10.5,4288.75
7513,1,51.5,-10.5,4288.75
7514,1,52.5,-10.5,4339.5
7514,1,52.5,-10.5,4339.5
7515,1,53.5,-10.5,4609
7515,1,53.5,-10.5,4609
7516,1,54.5,-10.5,4433.5
7516,1,54.5,-10.5,4433.5
7517,1,55.5,-10.5,4177.750488
7517,1,55.5,-10.5,4177.750488
7518,1,56.5,-10.5,3307.000732
7518,1,56.5,-10.5,3307.000732
7519,1,57.5,-10.5,4097.5
7519,1,57.5,-10.5,4097.5
7520,1,58.5,-10.5,3642.250244
7520,1,58.5,-10.5,3642.250244
7521,1,59.5,-10.5,2817.25
7521,1,59.5,-10.5,2817.25
7524,1,62.5,-10.5,1975.000122
7524,1,62.5,-10.5,1975.000122
7525,1,63.5,-10.5,3240.75
7525,1,63.5,-10.5,3240.75
7526,1,64.5,-10.5,4147
7526,1,64.5,-10.5,4147
7527,1,65.5,-10.5,3962.25
7527,1,65.5,-10.5,3962.25
7528,1,66.5,-10.5,2814.500488
7528,1,66.5,-10.5,2814.500488
7528,1,66.5,-10.5,2814.500488
7529,2,67.5,-10.5,2962.25
7529,2,67.5,-10.5,2962.25
7529,2,67.5,-10.5,2962.25
7530,2,68.5,-10.5,3709.5
7530,2,68.5,-10.5,3709.5
7530,2,68.5,-10.5,3709.5
7531,2,69.5,-10.5,3899.5
7531,2,69.5,-10.5,3899.5
7531,2,69.5,-10.5,3899.5
7532,2,70.5,-10.5,3809.25
7532,2,70.5,-10.5,3809.25
7532,2,70.5,-10.5,3809.25
7533,1,71.5,-10.5,2881.749268
7533,1,71.5,-10.5,2881.749268
7533,1,71.5,-10.5,2881.749268
7534,2,72.5,-10.5,3767.999756
7534,2,72.5,-10.5,3767.999756
7534,2,72.5,-10.5,3767.999756
7535,2,73.5,-10.5,5165.25
7535,2,73.5,-10.5,5165.25
7535,2,73.5,-10.5,5165.25
7536,2,74.5,-10.5,5103.25
7536,2,74.5,-10.5,5103.25
7536,2,74.5,-10.5,5103.25
7537,1,75.5,-10.5,5316.25
7537,1,75.5,-10.5,5316.25
7537,1,75.5,-10.5,5316.25
7538,1,76.5,-10.5,5334
7538,1,76.5,-10.5,5334
7538,1,76.5,-10.5,5334
7541,1,79.5,-10.5,5317.25
7541,1,79.5,-10.5,5317.25
7541,1,79.5,-10.5,5317.25
7542,2,80.5,-10.5,5249.25
7542,2,80.5,-10.5,5249.25
7542,2,80.5,-10.5,5249.25
7543,2,81.5,-10.5,5265.25
7543,2,81.5,-10.5,5265.25
7543,2,81.5,-10.5,5265.25
7544,2,82.5,-10.5,5101.25
7544,2,82.5,-10.5,5101.25
7544,2,82.5,-10.5,5101.25
7545,2,83.5,-10.5,5214.5
7545,2,83.5,-10.5,5214.5
7545,2,83.5,-10.5,5214.5
7546,2,84.5,-10.5,3993.249756
7546,2,84.5,-10.5,3993.249756
7546,2,84.5,-10.5,3993.249756
7547,2,85.5,-10.5,4882.25
7547,2,85.5,-10.5,4882.25
7547,2,85.5,-10.5,4882.25
7548,2,86.5,-10.5,4871.25
7548,2,86.5,-10.5,4871.25
7548,2,86.5,-10.5,4871.25
7549,2,87.5,-10.5,5082.25
7549,2,87.5,-10.5,5082.25
7549,2,87.5,-10.5,5082.25
7550,1,88.5,-10.5,3826.75
7550,1,88.5,-10.5,3826.75
7551,1,89.5,-10.5,4998.499512
7551,1,89.5,-10.5,4998.499512
7554,1,92.5,-10.5,5094.750488
7554,1,92.5,-10.5,5094.750488
7556,1,94.5,-10.5,5324.75
7556,1,94.5,-10.5,5324.75
7557,1,95.5,-10.5,5013
7557,1,95.5,-10.5,5013
7558,1,96.5,-10.5,4623.25
7558,1,96.5,-10.5,4623.25
7559,1,97.5,-10.5,5273.5
7559,1,97.5,-10.5,5273.5
7560,1,98.5,-10.5,5165.25
7560,1,98.5,-10.5,5165.25
7561,1,99.5,-10.5,4904.75
7561,1,99.5,-10.5,4904.75
7562,1,100.5,-10.5,4950
7562,1,100.5,-10.5,4950
7566,1,104.5,-10.5,4240.25
7566,1,104.5,-10.5,4240.25
7567,1,105.5,-10.5,548.501709
7567,1,105.5,-10.5,548.501709
7574,1,112.5,-10.5,4280.000488
7575,1,113.5,-10.5,2174.250488
7576,1,114.5,-10.5,2046.250244
7577,1,115.5,-10.5,3340.750244
7578,1,116.5,-10.5,4304.5
7579,1,117.5,-10.5,4101.25
7580,1,118.5,-10.5,3727.75
7581,1,119.5,-10.5,2703.250488
7582,1,120.5,-10.5,1496.5
7583,1,121.5,-10.5,643.7498779
7584,1,122.5,-10.5,1160
7586,1,124.5,-10.5,2147.75
7640,1,49.5,-9.5,5204.75
7640,1,49.5,-9.5,5204.75
7641,1,50.5,-9.5,2633.749756
7641,1,50.5,-9.5,2633.749756
7642,1,51.5,-9.5,3581.499756
7642,1,51.5,-9.5,3581.499756
7643,1,52.5,-9.5,3843.000244
7643,1,52.5,-9.5,3843.000244
7644,1,53.5,-9.5,4076.000244
7644,1,53.5,-9.5,4076.000244
7645,1,54.5,-9.5,4039
7645,1,54.5,-9.5,4039
7646,1,55.5,-9.5,3973.25
7646,1,55.5,-9.5,3973.25
7647,1,56.5,-9.5,3621.5
7647,1,56.5,-9.5,3621.5
7648,1,57.5,-9.5,4014.25
7648,1,57.5,-9.5,4014.25
7649,1,58.5,-9.5,3103.25
7649,1,58.5,-9.5,3103.25
7650,1,59.5,-9.5,1247.250488
7650,1,59.5,-9.5,1247.250488
7651,1,60.5,-9.5,1291.999878
7651,1,60.5,-9.5,1291.999878
7652,1,61.5,-9.5,1972.5
7652,1,61.5,-9.5,1972.5
7653,1,62.5,-9.5,1834.25
7653,1,62.5,-9.5,1834.25
7654,1,63.5,-9.5,3545
7654,1,63.5,-9.5,3545
7655,1,64.5,-9.5,3788.25
7655,1,64.5,-9.5,3788.25
7656,1,65.5,-9.5,3538.75
7656,1,65.5,-9.5,3538.75
7657,1,66.5,-9.5,3580.499756
7657,1,66.5,-9.5,3580.499756
7658,2,67.5,-9.5,2965
7658,2,67.5,-9.5,2965
7658,2,67.5,-9.5,2965
7659,2,68.5,-9.5,4104.5
7659,2,68.5,-9.5,4104.5
7659,2,68.5,-9.5,4104.5
7660,2,69.5,-9.5,3942.25
7660,2,69.5,-9.5,3942.25
7660,2,69.5,-9.5,3942.25
7661,1,70.5,-9.5,2542.249756
7661,1,70.5,-9.5,2542.249756
7661,1,70.5,-9.5,2542.249756
7662,1,71.5,-9.5,2373.75
7662,1,71.5,-9.5,2373.75
7662,1,71.5,-9.5,2373.75
7663,2,72.5,-9.5,3088.25
7663,2,72.5,-9.5,3088.25
7663,2,72.5,-9.5,3088.25
7664,2,73.5,-9.5,4939.749512
7664,2,73.5,-9.5,4939.749512
7664,2,73.5,-9.5,4939.749512
7665,2,74.5,-9.5,5026.5
7665,2,74.5,-9.5,5026.5
7665,2,74.5,-9.5,5026.5
7666,2,75.5,-9.5,5214.75
7666,2,75.5,-9.5,5214.75
7666,2,75.5,-9.5,5214.75
7667,2,76.5,-9.5,5289.5
7667,2,76.5,-9.5,5289.5
7667,2,76.5,-9.5,5289.5
7671,2,80.5,-9.5,5271
7671,2,80.5,-9.5,5271
7671,2,80.5,-9.5,5271
7672,2,81.5,-9.5,5075.25
7672,2,81.5,-9.5,5075.25
7672,2,81.5,-9.5,5075.25
7673,2,82.5,-9.5,5200.75
7673,2,82.5,-9.5,5200.75
7673,2,82.5,-9.5,5200.75
7674,2,83.5,-9.5,5001.5
7674,2,83.5,-9.5,5001.5
7674,2,83.5,-9.5,5001.5
7675,2,84.5,-9.5,5011.25
7675,2,84.5,-9.5,5011.25
7675,2,84.5,-9.5,5011.25
7677,2,86.5,-9.5,4837.5
7677,2,86.5,-9.5,4837.5
7677,2,86.5,-9.5,4837.5
7678,2,87.5,-9.5,4946.25
7678,2,87.5,-9.5,4946.25
7678,2,87.5,-9.5,4946.25
7679,2,88.5,-9.5,4207.750488
7679,2,88.5,-9.5,4207.750488
7679,2,88.5,-9.5,4207.750488
7680,1,89.5,-9.5,4791.75
7680,1,89.5,-9.5,4791.75
7681,1,90.5,-9.5,5112.999512
7681,1,90.5,-9.5,5112.999512
7682,1,91.5,-9.5,5326.999512
7682,1,91.5,-9.5,5326.999512
7684,1,93.5,-9.5,5088
7684,1,93.5,-9.5,5088
7685,1,94.5,-9.5,5145
7685,1,94.5,-9.5,5145
7686,1,95.5,-9.5,4611.5
7686,1,95.5,-9.5,4611.5
7691,1,100.5,-9.5,5202
7691,1,100.5,-9.5,5202
7692,1,101.5,-9.5,5301.749512
7692,1,101.5,-9.5,5301.749512
7695,1,104.5,-9.5,5135
7695,1,104.5,-9.5,5135
7696,1,105.5,-9.5,5107.749512
7696,1,105.5,-9.5,5107.749512
7698,1,107.5,-9.5,4765.500977
7698,1,107.5,-9.5,4765.500977
7699,1,108.5,-9.5,3145
7699,1,108.5,-9.5,3145
7700,1,109.5,-9.5,2570
7700,1,109.5,-9.5,2570
7701,1,110.5,-9.5,1246.250366
7701,1,110.5,-9.5,1246.250366
7702,1,111.5,-9.5,2520.249756
7702,1,111.5,-9.5,2520.249756
7703,1,112.5,-9.5,3551.250244
7703,1,112.5,-9.5,3551.250244
7704,1,113.5,-9.5,3255.75
7704,1,113.5,-9.5,3255.75
7705,1,114.5,-9.5,3772.249756
7705,1,114.5,-9.5,3772.249756
7706,1,115.5,-9.5,4048.000244
7707,1,116.5,-9.5,3719.25
7708,1,117.5,-9.5,2616
7709,1,118.5,-9.5,1403.000244
7712,1,121.5,-9.5,2519.499756
7713,1,122.5,-9.5,3254.75
7714,1,123.5,-9.5,2206.000244
7771,1,51.5,-8.5,3271.499756
7771,1,51.5,-8.5,3271.499756
7772,1,52.5,-8.5,4276
7772,1,52.5,-8.5,4276
7773,1,53.5,-8.5,3133.749756
7773,1,53.5,-8.5,3133.749756
7774,1,54.5,-8.5,4120.5
7774,1,54.5,-8.5,4120.5
7775,1,55.5,-8.5,3603.5
7775,1,55.5,-8.5,3603.5
7776,1,56.5,-8.5,2627.249756
7776,1,56.5,-8.5,2627.249756
7777,1,57.5,-8.5,3608.5
7777,1,57.5,-8.5,3608.5
7778,1,58.5,-8.5,2778
7778,1,58.5,-8.5,2778
7779,1,59.5,-8.5,1168.250122
7779,1,59.5,-8.5,1168.250122
7780,1,60.5,-8.5,1551.499878
7780,1,60.5,-8.5,1551.499878
7781,1,61.5,-8.5,2509.749756
7781,1,61.5,-8.5,2509.749756
7782,1,62.5,-8.5,3048.25
7782,1,62.5,-8.5,3048.25
7783,1,63.5,-8.5,3863
7783,1,63.5,-8.5,3863
7784,1,64.5,-8.5,3822.000244
7784,1,64.5,-8.5,3822.000244
7785,1,65.5,-8.5,3848
7785,1,65.5,-8.5,3848
7786,1,66.5,-8.5,3948.750244
7786,1,66.5,-8.5,3948.750244
7787,1,67.5,-8.5,2819.25
7787,1,67.5,-8.5,2819.25
7788,2,68.5,-8.5,3680
7788,2,68.5,-8.5,3680
7788,2,68.5,-8.5,3680
7789,2,69.5,-8.5,3600.500244
7789,2,69.5,-8.5,3600.500244
7789,2,69.5,-8.5,3600.500244
7790,1,70.5,-8.5,2161.749756
7790,1,70.5,-8.5,2161.749756
7790,1,70.5,-8.5,2161.749756
7791,1,71.5,-8.5,2199.75
7791,1,71.5,-8.5,2199.75
7791,1,71.5,-8.5,2199.75
7792,2,72.5,-8.5,3110.749756
7792,2,72.5,-8.5,3110.749756
7792,2,72.5,-8.5,3110.749756
7793,2,73.5,-8.5,4881
7793,2,73.5,-8.5,4881
7793,2,73.5,-8.5,4881
7794,2,74.5,-8.5,4975.25
7794,2,74.5,-8.5,4975.25
7794,2,74.5,-8.5,4975.25
7795,2,75.5,-8.5,4984.25
7795,2,75.5,-8.5,4984.25
7795,2,75.5,-8.5,4984.25
7798,2,78.5,-8.5,5147.25
7798,2,78.5,-8.5,5147.25
7798,2,78.5,-8.5,5147.25
7799,2,79.5,-8.5,5277
7799,2,79.5,-8.5,5277
7799,2,79.5,-8.5,5277
7800,2,80.5,-8.5,5145.25
7800,2,80.5,-8.5,5145.25
7800,2,80.5,-8.5,5145.25
7801,2,81.5,-8.5,4681.75
7801,2,81.5,-8.5,4681.75
7801,2,81.5,-8.5,4681.75
7802,2,82.5,-8.5,5074
7802,2,82.5,-8.5,5074
7802,2,82.5,-8.5,5074
7803,2,83.5,-8.5,5089.5
7803,2,83.5,-8.5,5089.5
7803,2,83.5,-8.5,5089.5
7804,2,84.5,-8.5,4348.499512
7804,2,84.5,-8.5,4348.499512
7804,2,84.5,-8.5,4348.499512
7805,2,85.5,-8.5,5157.75
7805,2,85.5,-8.5,5157.75
7805,2,85.5,-8.5,5157.75
7807,2,87.5,-8.5,5066.25
7807,2,87.5,-8.5,5066.25
7807,2,87.5,-8.5,5066.25
7808,2,88.5,-8.5,4205.500977
7808,2,88.5,-8.5,4205.500977
7808,2,88.5,-8.5,4205.500977
7809,1,89.5,-8.5,4374.5
7809,1,89.5,-8.5,4374.5
7810,1,90.5,-8.5,4807.25
7810,1,90.5,-8.5,4807.25
7811,1,91.5,-8.5,5299.25
7811,1,91.5,-8.5,5299.25
7812,1,92.5,-8.5,5270.75
7812,1,92.5,-8.5,5270.75
7814,1,94.5,-8.5,4936.75
7814,1,94.5,-8.5,4936.75
7815,1,95.5,-8.5,5175.5
7815,1,95.5,-8.5,5175.5
7818,1,98.5,-8.5,5203.75
7818,1,98.5,-8.5,5203.75
7822,1,102.5,-8.5,5308.5
7822,1,102.5,-8.5,5308.5
7825,1,105.5,-8.5,4895.250488
7825,1,105.5,-8.5,4895.250488
7826,1,106.5,-8.5,2107.25
7826,1,106.5,-8.5,2107.25
7827,1,107.5,-8.5,3640.250244
7827,1,107.5,-8.5,3640.250244
7828,1,108.5,-8.5,3572.25
7828,1,108.5,-8.5,3572.25
7829,1,109.5,-8.5,2425.000244
7829,1,109.5,-8.5,2425.000244
7830,1,110.5,-8.5,619.5001831
7830,1,110.5,-8.5,619.5001831
7831,1,111.5,-8.5,610
7831,1,111.5,-8.5,610
7832,1,112.5,-8.5,531.2501831
7832,1,112.5,-8.5,531.2501831
7834,1,114.5,-8.5,52.49996185
7834,1,114.5,-8.5,52.49996185
7888,1,39.5,-7.5,18.50000191
7888,1,39.5,-7.5,18.50000191
7901,1,52.5,-7.5,5101.5
7901,1,52.5,-7.5,5101.5
7902,1,53.5,-7.5,4023.5
7902,1,53.5,-7.5,4023.5
7903,1,54.5,-7.5,4214.25
7903,1,54.5,-7.5,4214.25
7904,1,55.5,-7.5,3757.75
7904,1,55.5,-7.5,3757.75
7905,1,56.5,-7.5,3091.499756
7905,1,56.5,-7.5,3091.499756
7906,1,57.5,-7.5,3170
7906,1,57.5,-7.5,3170
7907,1,58.5,-7.5,1552.750122
7907,1,58.5,-7.5,1552.750122
7908,1,59.5,-7.5,2465.999756
7908,1,59.5,-7.5,2465.999756
7909,1,60.5,-7.5,3438
7909,1,60.5,-7.5,3438
7910,1,61.5,-7.5,3586
7910,1,61.5,-7.5,3586
7911,1,62.5,-7.5,3675.25
7911,1,62.5,-7.5,3675.25
7912,1,63.5,-7.5,3997.75
7912,1,63.5,-7.5,3997.75
7913,1,64.5,-7.5,3824.000244
7913,1,64.5,-7.5,3824.000244
7914,1,65.5,-7.5,3881.25
7914,1,65.5,-7.5,3881.25
7915,1,66.5,-7.5,4014
7915,1,66.5,-7.5,4014
7916,1,67.5,-7.5,3793.5
7916,1,67.5,-7.5,3793.5
7917,1,68.5,-7.5,2759.25
7917,1,68.5,-7.5,2759.25
7918,2,69.5,-7.5,4191
7918,2,69.5,-7.5,4191
7918,2,69.5,-7.5,4191
7919,1,70.5,-7.5,2340.25
7919,1,70.5,-7.5,2340.25
7919,1,70.5,-7.5,2340.25
7920,1,71.5,-7.5,501.0004883
7920,1,71.5,-7.5,501.0004883
7920,1,71.5,-7.5,501.0004883
7921,1,72.5,-7.5,1379.749268
7921,1,72.5,-7.5,1379.749268
7921,1,72.5,-7.5,1379.749268
7923,2,74.5,-7.5,5137
7923,2,74.5,-7.5,5137
7923,2,74.5,-7.5,5137
7924,2,75.5,-7.5,5194
7924,2,75.5,-7.5,5194
7924,2,75.5,-7.5,5194
7925,2,76.5,-7.5,5273.5
7925,2,76.5,-7.5,5273.5
7925,2,76.5,-7.5,5273.5
7926,2,77.5,-7.5,5151.75
7926,2,77.5,-7.5,5151.75
7926,2,77.5,-7.5,5151.75
7928,1,79.5,-7.5,5317.5
7928,1,79.5,-7.5,5317.5
7928,1,79.5,-7.5,5317.5
7929,2,80.5,-7.5,5143.5
7929,2,80.5,-7.5,5143.5
7929,2,80.5,-7.5,5143.5
7930,2,81.5,-7.5,4921.75
7930,2,81.5,-7.5,4921.75
7930,2,81.5,-7.5,4921.75
7931,2,82.5,-7.5,5101.75
7931,2,82.5,-7.5,5101.75
7931,2,82.5,-7.5,5101.75
7932,2,83.5,-7.5,4862.5
7932,2,83.5,-7.5,4862.5
7932,2,83.5,-7.5,4862.5
7933,2,84.5,-7.5,4343.5
7933,2,84.5,-7.5,4343.5
7933,2,84.5,-7.5,4343.5
7935,2,86.5,-7.5,5216.25
7935,2,86.5,-7.5,5216.25
7935,2,86.5,-7.5,5216.25
